adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,132148,tt0074187,es,La batalla de Chile: La lucha de un pueblo sin armas - Segunda parte: El golpe de estado,Chronicles the events immediately surrounding the CIA- supported coup itself.,0.004351,/fxD4vOCrk2ag6FKEBfNZWQefibY.jpg,[],"[{'iso_3166_1': 'CL', 'name': 'Chile'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CU', 'name': 'Cuba'}, {'iso_3166_1': 'VE', 'name': 'Venezuela'}]",1976-03-13,0.0,88.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Battle of Chile - Part II,False,6.8,4.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,110671,tt0050771,en,No Down Payment,"Set in a California subdivision, the story follows four couples who have bought homes and are neighbors. Among the problems facing the couples are alcoholism, racism, and promiscuity.
 The story truly revolves around the idea of, ""NO DOWN PAYMENT"" and the over extended nature of some of the families economic situation. Tony Randal is in a role that you would never expect, a car salesman and looking for a good time. Other issues include discrimination against a former war hero for lack of education. The morality lesson is clearly the reason for the film.",0.311254,/IFiI9MFR9afAdTjJpE7RXzVSaY.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Jerry Wald Productions', 'id': 10917}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-10-30,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,No Down Payment,False,7.0,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'",,336970,tt0227590,sv,Syskonsalt,"The siblings Linus, 19-years-old, who are taking driving license and Vanja, 17-years-old, who's still in school. Their mom Eva works night shift at a hotel. We get to follow them during one month. Linus and Vanja begin to realize that they are living in a universe of their own. And there is neither room for the mom or boy- and girlfriends. At first it is only the longing love in unspoken thoughts. But when thought gets into words they realize that they are each others perfect half. They are drawn closer to each other and finally can't resist the taboo temptation in each others bodies. At first they deny, lie and try to resist. It's about shame and guilt and forbidden feelings which leads to a point where everything is at stake.",2.364355,/1KR7SjJsD9iPWNx2nHXDsqi7KtE.jpg,"[{'name': 'SVT Drama', 'id': 157}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2000-09-13,0.0,58.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,True Siblings,False,8.0,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,358881,tt4601102,fr,Made in France,"Sam, a freelance journalist, decides to investigate the growing phenomenon of disaffected youth joining extremist groups. He infiltrates a group of four young people who have been tasked with the creation of a jihadist cell and whose mission is to destabilise the city centre of Paris.",3.428114,/k79s2MRWgy9kKfrLTNEsnON8K4I.jpg,"[{'name': 'Pretty Pictures', 'id': 8875}, {'name': 'Radar Films', 'id': 12689}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2015.10.27,0.0,94.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Made in France,False,6.5,59.0
False,,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://voltagepictures.com/details.aspx?ProjectId=ea6e284b-8966-438c-a84b-9d3a01165dc3,46103,tt1528718,en,Born to Raise Hell,"A hard core Interpol Agent is assigned to an Eastern European task force to target gun trafficking and dope running throughout the Balkans. While investigating a Russian gun dealer, his team is caught in a bloody street war between a Gypsy gang and the Russians, leaving one task force member dead. Fueled with vengeance, he leads us on an action packed thrill ride while avenging his friend's death.",6.407803,/bYXgdHVNH1ounAwW8Kehr2f8akz.jpg,"[{'name': 'Sony Pictures Home Entertainment', 'id': 5388}, {'name': 'Paramount Home Entertainment', 'id': 6548}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-19,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A duty to protect. A heart for vengeance.,Born to Raise Hell,False,4.0,22.0
False,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",,31393,tt0051134,en,The Unearthly,"Mad doctor uses patients at his isolated psychiatric institute as subjects in his attempts to create longevity by surgically installing an artificial gland in their skulls, with disastrous results.",0.483134,/obCT7HbLwX5txSMvk0de9w9VW2u.jpg,"[{'name': 'AB-PT Pictures Corp.', 'id': 14046}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-06-28,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An army of mutants on a mission from hell!,The Unearthly,False,3.7,6.0
False,,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,70074,tt1308729,en,Bullet to the Head,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",8.26008,/in6KZhkj6UCpXhjVm00VzdisHyf.jpg,"[{'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'After Dark Films', 'id': 3608}, {'name': 'IM Global', 'id': 7437}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Silver Reel', 'id': 12075}, {'name': 'EMJAG Productions', 'id': 14654}, {'name': 'Millar Gough Ink', 'id': 20356}, {'name': 'Headshot Films', 'id': 25876}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-01-31,9489829.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Revenge Never Gets Old.,Bullet to the Head,False,5.2,490.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",,67659,tt0062713,en,La bataille de San Sebastian,"Leon Alastray is an outlaw who has been given sanctuary by Father John, whom he then escorts to the village of San Sebastian. The village is deserted, with its cowardly residents hiding in the hills from Indians, who regularly attack the village and steal all their supplies. When Father John is murdered, the villagers mistakenly think the outlaw is the priest. Alastray at first tells them he is not a priest, but they don't believe it, and an apparent miracle seems to prove they are correct. Eventually, he assists them in regaining their confidence and defending themselves.",1.576396,/cVBjCTuaF5Hxyj0zCkclytxDGcM.jpg,"[{'name': 'Filmes Cinematografica', 'id': 6397}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Compagnie Internationale de Productions Cinématographiques (CIPRA)', 'id': 18925}, {'name': 'Producciones Enríquez S.A.', 'id': 44522}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",1968-03-20,0.0,111.0,"[{'iso_639_1': 'en',",Released,The epic of a town that became an army,Guns for San Sebastian,False,6.8,13.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,85025,tt1568863,en,Memory Lane,"August in Paris' suburbs, 7 friends are gathered to spend a week in the city where they grew up. The city is empty and the days pass by under a deep blue sky.Each of them has a reason to be there: some still live there, some come back to see their family, some are searching their childhood, some want to escape boredom or eventually searching for love...They are all bearing the fact that these moments they are sharing are maybe the last ones...",0.24086,/5b8qz6hpcYMAKCn2oqmQ8GUdRhq.jpg,"[{'name': 'Les Films de la Grande Ourse', 'id': 42899}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2010-11-24,0.0,98.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Memory Lane,False,5.0,2.0
False,,0,"[{'id': 27, 'name': 'Horror'}]",,276488,tt3148348,en,Let Us Prey,"Rachel, a rookie cop, is about to begin her first night shift in a neglected police station in a Scottish, backwater town. The kind of place where the tide has gone out and stranded a motley bunch of the aimless, the forgotten, the bitter-and-twisted who all think that, really, they deserve to be somewhere else. They all think they're there by accident and that, with a little luck, life is going to get better. Wrong, on both counts. Six is about to arrive - and All Hell Will Break Loose!",4.931539,/d1UoLhpaFkxYBe0odfyTcSHMwKL.jpg,"[{'name': 'Makar Productions', 'id': 2446}, {'name': 'Fantastic Films', 'id': 18078}, {'name': 'Greenhouse Media Investment', 'id': 47348}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-04-17,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Darkness Shall Rise,Let Us Prey,False,5.5,106.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,174314,tt2088903,en,Bottled Up,"A solitary woman (Melissa Leo) earning her living by delivering mail and body piercing, makes every attempt to help her volatile adult daughter (Marin Ireland) get on her feet, and in-so-doing neglects herself, channeling all of her womanly desires into her houseplants...even when a charismatic and industrious environmentalist (Josh Hamilton) moves in with them.",0.843111,/8oRXjDRUOnBLtgMxKBBuHtqrgLV.jpg,[],[],2013-04-19,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bottled Up,False,5.5,5.0
False,"{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/3DjOcwfd8cTcKBkWTcNntAZajEg.jpg', 'backdrop_path': '/jPTbJp1601vLu27WhyjhpVk8w0h.jpg'}",40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",http://www.scream-4.com/,41446,tt1262416,en,Scream 4,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",10.000721,/eT2y8SLxLwPFPuShV4i2FoZnOwU.jpg,"[{'name': 'Dimension Films', 'id': 7405}]","{'iso_3166_1': 'US', 'name': 'United States of America'}",2011-04-11,97138686.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,New Decade. New Rules.,Scream 4,False,6.1,930.0
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,191421,tt2765340,zh,致我们终将逝去的青春,"In the brink of the 90s, 18-year-old Zheng Wei steps into her university life with a hopeful heart for love. She forms a great friendship with her roommates and united as a group, they embark on their university life together. Wei meets Chen Hao-Zheng in a chance encounter, and despite initial reluctance, Chen accepts Wei as his girlfriend and the two become inseparable.  Four years of university life pass and Wei looks forward to establishing a life together with Chen. However, Chen is forced into an impossible decision to leave Wei. Devastated, Wei decides to start afresh. A decade later, Wei’s previous lovers Lin and Chen both find their way back into her life and she has to make a choice of her next step in life.",2.871986,/6o4AfophJBHV9mC7w7eYXyMMnh1.jpg,"[{'name': 'Enlight Pictures', 'id': 4053}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2013-04-25,116000000.0,131.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,So Young,False,6.1,48.0
False,,,"[{'id': 35, 'name': 'Comedy'}, {",,17334,tt1049405,en,The Other End of the Line,An employee at an Indian call-center travels to San Francisco to be with a guy she falls for over the phone,3.438508,/bTNtmNqCdEfXdDfqQwG5y2qkqR3.jpg,"[{'name': 'Adlabs Films Ltd.', 'id': 3703}, {'name': 'Metro-Goldwyn-Mayer Pictures', 'id': 6127}, {'name': 'Hyde Park Entertainment', 'id': 13816}, {'name': 'Brass Hat Films', 'id': 13817}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-10-29,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,The Other End of the Line,False,6.1,51.0
False,,0,[],,84425,tt0074083,en,Una Magnum Special per Tony Saitta,"An Ottawa police captain searches for the person who poisoned his sister, who was attending the university in Montreal. So desperate is he for revenge that he begin to use his own brutal methods to find the killer. Soon he discovers that not everything is what he thought it was.",0.28812,/sB1gv5Nck9bpgk5yVsb1ZA7QlrB.jpg,[],"[{'iso_3166_1': 'PA', 'name': 'Panama'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",1976-03-09,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Enter at your own risk ... for there is no such thing as a truly empty room,Shadows in an Empty Room,False,0.0,0.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,28975,tt0096211,en,Taffin,"When a small Irish town is terrorized by a corrupt business syndicate, a lone hero (Brosnan) wages an all out war.",2.076455,/g0QrRK5Ml2n1qaeF74P4iG3pNnH.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1988-02-26,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He didn’t get mad… He got even.,Taffin,False,6.4,8.0
False,,0,"[{'id': 37, 'name': 'Western'}]",,183825,tt0033369,en,Bad Men of Missouri,"The Younger brothers return to Missouri after the Civil War with intent to avenge the misdeeds of William Merrick, a crooked banker who has been buying up warrants on back-taxes and dispossessing the farmers.",1.692907,/eBlf0ZHvsNq6al4quT9sPkmgn3p.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1941-07-26,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bad Men of Missouri,False,5.0,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]",,63339,tt1724572,en,The Suspicions of Mr. Whicher: The Murder at Road Hill House,"In 1860 Scotland Yard's 'Prince of Sleuths' Jack Whicher is sent to rural Wiltshire to investigate the murder of three-year-old Saville Kent,snatched from his bed at night and killed.",1.095164,/lxSs64iZWJ3c2ctSNlazJv63UaR.jpg,"[{'name': 'Hat Trick Productions', 'id': 18939}, {'name': 'Tinamus Productions', 'id': 18940}, {'name': 'Lorius Productions', 'id': 18941}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-04-25,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Suspicions of Mr. Whicher: The Murder at Road Hill House,False,5.8,14.0
False,,7000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,22377,tt0063035,en,The Green Berets,Col. Mike Kirby picks two teams of crack Green Berets for a mission in South Vietnam. First off is to build and control a camp that is trying to be taken by the enemy the second mission is to kidnap a North Vietnamese General,9.391981,/u91Cg8x4jqnuG1rNvYAekwx4bAg.jpg,"[{'name': 'Batjac Productions', 'id': 2532}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1968-07-04,11000000.0,142.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,A special force in a special kind of hell!,The Green Berets,False,5.8,34.0
False,,,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",http://buy.doinitinthepark.com/,184080,tt2281201,en,"Doin' It in the Park: Pick-Up Basketball, NYC","An independent documentary directed by Bobbito Garcia and Kevin Couliau. The film explores the definition, history, culture, social impact and global influence of New York's outdoor summer basketball scene, the worldwide 'Mecca' of the sport.",0.325506,/cNrgYmhHZ1UGdQVS2L2h2ZPepDW.jpg,"[{'name': 'Goldcrest Films International', 'id': 500}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-17,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A triumph capturing a culture of champions without medallions,"Doin' It in the Park: Pick-Up Basketball, NYC",False,6.8,6.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,48481,tt0043539,en,Five,"The world is destroyed in a nuclear holocaust. Only five Americans survive, including a pregnant woman, a neo-Nazi, a black man and a bank clerk. The five fight each other, fall in love, and act really depressed a lot.",0.261219,/nIbWdFISVuSyM2cNseR5PSp7fEn.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",04/25/1951,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Four men and one woman are the last five people on Earth...This is their story!,Five,False,6.2,5.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,24711,tt0109034,en,Above Suspicion,"Dempsey Cain is an honored cop, a loving husband and father, and mentor to his handsome younger brother. Then a drug dealer's bullet paralyzes him for life and Dempsey's world is shattered. Suddenly, his wife and brother seem to care less about him than for each other, and a million-dollar insurance.",3.397781,/2ldW4mPlSUM6lLc4uT91YPHCqIW.jpg,"[{'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-01-01,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Above Suspicion,False,6.8,11.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,10411,tt0104114,en,The Distinguished Gentleman,"A Florida con man uses the passing of the long time Congressman from his district who he just happens to share a name with, to get elected to his version of paradise, Congress, where the money flows from lobbyists. But soon he learns the nature of the game and decides to fight back the only way he knows how, with a con.",9.64078,/vFB0VCxa7z93x6lpAoKnOFULEsj.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-12-04,46434570.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,From con man to congressman,The Distinguished Gentleman,False,5.7,78.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,60971,tt0051361,ja,暗黒街の美女,"The moment he's released from prison, the honorable gangster Miyamoto recovers the stolen diamonds he had stashed before getting pinched. When he returns to his haunt to make good by friend who took a bullet for him, he is diverted by the greedy boss Oyane and his insatiable taste for Miyamoto's precious stones. Replete with film noir style, ""Underworld Beauty"" is one of Suzuki's best nods to the American gangster genre.",0.683192,/eLzaxQ0wPCiYbVOGazPHmJiyF1S.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1958-03-25,0.0,87.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Underworld Beauty,False,5.3,8.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://miramax.com/movie/picture-bride/,30304,tt0114129,en,Picture Bride,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",1.296912,/eREsgaAN2Br1Tlg9eDSBjHrb1AC.jpg,"{'name': 'Cecile Company', 'id': 84839}, {'name': 'Thousand Cranes Filmworks', 'id': 84840}","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-05,0.0,94.0,"[{'iso_639_1': 'tl', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Picture Bride,False,7.4,5.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,103528,tt2210633,en,God is the Bigger Elvis,Dolores Hart left a successful Hollywood acting career to become a nun. A true story.,0.151126,/ixT60qJlpEMkLJ8KIHNDJ5gT3Y5.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-04-01,0.0,37.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,God is the Bigger Elvis,False,7.0,4.0
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,78028,tt0093424,en,Lionheart,"A young knight sets out to join King Richards crusaders. Along the way, he encounters The Black Prince who captures children and sells them as slaves to the Muslims. It is Robert Narra's sworn duty to protect the children and lead them to safety.",0.200057,/9uzjLYoLUnXHOjsvmIkE8ojWVe0.jpg,"[{'name': 'Hungaro', 'id': 8099}, {'name': 'Mafilm', 'id': 8100}, {'name': 'TaliaFilm II Productions', 'id': 67984}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",14-08-1987,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He has the fire of his sword. And the courage of his youth.,Lionheart,False,5.8,2.0
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",,96106,tt0069700,it,Le amazzoni - donne d'amore e di guerra,"A tribe of vicious female warriors terrorizes the countryside, and especially the males, until one day the men and some local villagers decide to fight back.",0.159935,/znYousVmPbB0C4Wn65rtOJSZTdV.jpg,"[{'name': 'Cinematográfica Pelimex', 'id': 4940}, {'name': 'Roas Produzioni', 'id': 21137}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1973-08-11,0.0,90.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Hell hath no fury like 10,000 women!",Battle of the Amazons,False,5.0,3.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://www.vlaamsefilm.be/los-flamencos,298396,tt3088362,en,Los Flamencos,"Los Flamencos is a comedy about death. Starring Herwig Illegems, Peter Van den Eede and Mark Verstraeten.",0.693155,/wnCCmbOqpjYeACwaGUFeZuGJKLs.jpg,"[{'name': 'Minds Meet', 'id': 12583}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}]",2013-09-07,0.0,0.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Los Flamencos,False,6.5,3.0
False,,55000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",http://www.crimsonpeakmovie.com/,201085,tt2554274,en,Crimson Peak,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",13.492684,/pCj8zem1NDAODdtvha9WFEB6iWR.jpg,"[{'name': 'Legendary Pictures', 'id': 923}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-10-13,74679822.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Beware.,Crimson Peak,False,6.4,1494.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",http://www.thefilm-leave.com/,135678,tt1446695,en,Leave,"Henry Harper is a successful novelist who has it all. But after surviving a recent trauma he finds himself haunted by a dream that terrifies him. Convinced that the only way to understand what the dream means is to write his way through it, Henry decides to go to a remote second home to begin work on his next novel, a thriller. While on his way there he encounters a strangely familiar drifter who confronts him with information that threatens to turn everything he knows to be true, upside down. Written by producer",1.778183,/3EPAv34wESOSGdMBMc0xHW37Seu.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-05-03,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Leave,False,6.5,8.0
False,,,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",http://wrestlingforjesus.com,238067,tt1758842,en,Wrestling For Jesus: The Tale of T-Money,A man from rural South Carolina tries to find solace from the demons of his past by starting a Christian professional wrestling league. His goal is to use wrestling to evangelize his neighbors. However his passion and vision for his ministry are tested when his personal life begins to disintegrate.,0.084771,/eAYb2t20p2XkYKJRmLTK889ic1u.jpg,"[{'name': 'Fourth Line Films', 'id': 18268}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-01,0.0,70.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wrestling For Jesus: The Tale of T-Money,False,7.0,1.0
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",,44381,tt0113932,en,Napoleon,"The adventures of Golden Retriever pup Napoleon and his friend, the parrot Birdo Lucci.",0.863567,/x7bcbA9wCCpMypWdav418rSQu7s.jpg,"[{'name': 'Australian Film Finance Corporation (AFFC)', 'id': 8724}, {'name': 'Adelaide Motion Picture Company', 'id': 8882}, {'name': 'Film Austalia', 'id': 40673}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",1995-10-10,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,ADVENTURE has a new name . . .,Napoleon,False,5.5,15.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://www.hbo.com/comedy/dana-carvey-squatting-monkeys-tell-no-lies#/,64372,tt1251752,en,Dana Carvey: Squatting Monkeys Tell No Lies,"As always, Carvey never crosses the line into mean-spiritedness, but easily glides in and out of every impression &amp; expression, reminding us of the huge talent we came to know and love before he left the scene due to his heart condition. It's a bittersweet irony that Dana Carvey is one comic who is ALL heart...",0.359009,/Agy6xuKGaiAyoxMI5GWf1m2PekJ.jpg,"[{'name': 'Moffitt-Lee Productions', 'id': 12088}, {'name': 'Dana Carvey Enterprises', 'id': 33931}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-06-14,0.0,55.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Dana Carvey: Squatting Monkeys Tell No Lies,False,5.5,5.0
False,,1135654,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,28963,tt0015400,en,The Thief of Bagdad,A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.,3.878515,/a6IzXkwZRDimfn8HATzP6Pi6Ois.jpg,"[{'name': 'Douglas Fairbanks Pictures', 'id': 13399}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1924-03-18,1213880.0,149.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,"""Happiness Must Be Earned""",The Thief of Bagdad,False,7.4,37.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",https://www.netflix.com/title/80133549,437752,tt6184894,en,Bill Burr: Walk Your Way Out,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",1.415218,/A7d04oyODLPp89AJhN27qAFOqL6.jpg,"[{'name': 'Comedy Dynamics', 'id': 49261}, {'name': 'Netflix', 'id': 59811}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2056-01-15,0.0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bill Burr: Walk Your Way Out,False,6.8,21.0
False,,0,"[{'id': 10751, 'name': 'Family'}]",,393877,tt3823672,en,A.R.C.H.I.E.,"A recently orphaned 15-year-old who has moved to a small town to live with her uncle befriends a robotic canine with super strength, x-ray vision and the ability to talk and the pair take on a military complex, bullies, kidnappers, romance and the world.",0.451017,/nYEEmFFlT5jVbe8xfCP6WVwhKN2.jpg,[],[],2016-04-19,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Part dog. Part machine. Totally awesome.,A.R.C.H.I.E.,False,4.3,3.0
